day,microcosm,species,species.number,weight.1,weight.2,weight.3 ,weight.4,weight.5,count
23,46,loxocephallus,1,0.3054,1.7202,0.3033,0.8652,0.3243,45
23,46,paramecium,2,0.3054,1.7202,0.3033,1,1,23
23,47,loxocephallus,1,0.3465,4.1313,0.3025,0.9266,0.2955,48
23,47,tetrahymena,2,0.3465,4.1313,0.3025,1,1,34
23,48,paramecium,1,0.337,0.504,0.2882,1,1,38
23,48,tetrahymena,2,0.337,1,1,1,1,12
23,49,colpidium,1,0.3593,4.2768,0.3154,1,1,28
23,49,loxocephallus,2,0.3593,4.2768,0.3154,1.0082,0.3485,60
23,50,colpidium,1,,,,,,
23,50,paramecium,2,,,,,,
23,51,colpidium,1,0.2604,3.5231,0.3642,1,1,45
23,51,tetrahymena,2,0.2604,1,1,1,1,6
23,52,loxocephallus,1,0.32,1.7259,0.3158,1,1,93
23,52,paramecium,2,0.32,1.7259,0.3158,1,1,27
23,53,loxocephallus,1,0.2955,3.2655,0.2932,1,1,96
23,53,tetrahymena,2,0.2955,3.2655,0.2932,1,1,47
23,54,paramecium,1,0.3039,0.9609,0.3628,1,1,37
23,54,tetrahymena,2,0.3039,1,1,1,1,13
25,1,colpidium,1,0.3289,2.9811,0.3429,0.7122,0.3411,24
25,1,loxocephallus,2,0.3289,2.9811,0.3429,0.7122,0.3411,25
25,2,colpidium,1,,,,,,
25,2,paramecium,2,,,,,,
25,3,colpidium,1,0.3403,3.0506,0.2968,1,1,80
25,3,tetrahymena,2,0.3403,1,1,1,1,19
25,4,loxocephallus,1,0.24,0.8572,0.3863,3.7048,0.3078,31
25,4,paramecium,2,0.24,0.8572,0.3863,1,1,24
25,5,loxocephallus,1,0.2843,3.3565,0.3464,1.0406,0.3802,38
25,5,tetrahymena,2,0.2843,3.3565,0.3464,1,1,38
25,6,paramecium,1,0.344,0.7957,0.3295,1,1,31
25,6,tetrahymena,2,0.344,1,1,1,1,5
25,7,colpidium,1,0.3456,3.1913,0.3225,1,1,74
25,7,loxocephallus,2,0.3456,3.1913,0.3225,1,1,59
25,8,colpidium,1,,,,,,
25,8,paramecium,2,,,,,,
25,9,colpidium,1,0.291,3.1051,0.311,1,1,75
25,9,tetrahymena,2,0.291,1,1,1,1,19
25,10,loxocephallus,1,0.241,3.4175,0.2647,1,1,118
25,10,paramecium,2,0.241,1,1,1,1,50
25,11,loxocephallus,1,0.3115,3.1065,0.3383,1.9066,0.3066,34
25,11,tetrahymena,2,0.3115,3.1065,0.3383,1,1,49
25,12,paramecium,1,0.1692,0.7446,0.2562,1,1,13
25,12,tetrahymena,2,0.1692,1,1,1,1,7
25,13,colpidium,1,0.2981,3.2594,0.372,1,1,52
25,13,loxocephallus,2,0.2981,3.2594,0.372,1,1,57
25,14,colpidium,1,,,,,,
25,14,paramecium,2,,,,,,
25,15,colpidium,1,0.2662,3.5139,0.2937,1,1,30
25,15,tetrahymena,2,0.2662,1,1,1,1,15
25,16,loxocephallus,1,0.2287,0.6945,0.2776,3.4796,0.31,36
25,16,paramecium,2,0.2287,0.6945,0.2776,1,1,18
25,17,loxocephallus,1,0.2563,3.0633,0.2788,1,1,73
25,17,tetrahymena,2,0.2563,3.0633,0.2788,1,1,18
25,18,paramecium,1,0.2179,0.6598,0.2775,1,1,22
25,18,tetrahymena,2,0.2179,1,1,1,1,9
25,19,colpidium,1,0.35,3.6056,0.3678,0.7328,0.3262,22
25,19,loxocephallus,2,0.35,3.6056,0.3678,0.7328,0.3262,37
25,20,colpidium,1,,,,,,
25,20,paramecium,2,,,,,,
25,21,colpidium,1,0.3522,2.9236,0.3263,1,1,63
25,21,tetrahymena,2,0.3522,1,1,1,1,10
25,22,loxocephallus,1,0.3438,0.8205,0.3165,3.8255,0.3337,34
25,22,paramecium,2,0.3438,0.8205,0.3165,1,1,38
25,23,loxocephallus,1,0.3096,3.7202,0.3142,2.7878,0.3509,15
25,23,tetrahymena,2,0.3096,3.7202,0.3142,1,1,21
25,24,paramecium,1,0.3239,0.549,0.2647,1,1,37
25,24,tetrahymena,2,0.3239,1,1,1,1,8
25,25,colpidium,1,0.3609,3.6534,0.2641,1,1,42
25,25,loxocephallus,2,0.3609,3.6534,0.2641,1,1,88
25,26,colpidium,1,,,,,,
25,26,paramecium,2,,,,,,
25,27,colpidium,1,0.2995,3.2133,0.366,1,1,78
25,27,tetrahymena,2,0.2995,1,1,1,1,17
25,28,loxocephallus,1,0.3194,0.8196,0.316,3.2533,0.2965,41
25,28,paramecium,2,0.3194,0.8196,0.316,1,1,33
25,29,loxocephallus,1,0.3426,3.7164,0.3001,1,1,105
25,29,tetrahymena,2,0.3426,3.7164,0.3001,1,1,45
25,30,paramecium,1,0.2735,0.4795,0.2907,1,1,32
25,30,tetrahymena,2,0.2735,1,1,1,1,14
25,31,colpidium,1,0.2756,2.6648,0.3159,0.8384,0.2618,16
25,31,loxocephallus,2,0.2756,2.6648,0.3159,0.8384,0.2618,13
25,32,colpidium,1,,,,,,
25,32,paramecium,2,,,,,,
25,33,colpidium,1,0.2751,3.3445,0.2886,1,1,28
25,33,tetrahymena,2,0.2751,1,1,1,1,8
25,34,loxocephallus,1,0.2748,0.5843,0.2704,2.4258,0.3062,71
25,34,paramecium,2,0.2748,0.5843,0.2704,1,1,23
25,35,loxocephallus,1,0.2708,4.1033,0.3094,0.9897,0.2884,24
25,35,tetrahymena,2,0.2708,4.1033,0.3094,0.9897,0.2884,11
25,36,paramecium,1,0.2644,0.9199,0.306,1,1,24
25,36,tetrahymena,2,0.2644,1,1,1,1,16
25,37,colpidium,1,0.2877,3.1303,0.3741,1,1,35
25,37,loxocephallus,2,0.2877,3.1303,0.3741,1,1,98
25,38,colpidium,1,,,,,,
25,38,paramecium,2,,,,,,
25,39,colpidium,1,0.2751,3.1495,0.2999,1,1,60
25,39,tetrahymena,2,0.2751,1,1,1,1,12
25,40,loxocephallus,1,0.2509,0.6238,0.2648,3.0838,0.3078,58
25,40,paramecium,2,0.2509,0.6238,0.2648,1,1,30
25,41,loxocephallus,1,0.2007,3.8568,0.3544,1,1,33
25,41,tetrahymena,2,0.2007,3.8568,0.3544,1,1,29
25,42,paramecium,1,0.2342,0.8077,0.2109,1,1,34
25,42,tetrahymena,2,0.2342,1,1,1,1,6
25,43,colpidium,1,0.3634,3.5204,0.3302,1,1,31
25,43,loxocephallus,2,0.3634,3.5204,0.3302,2.1496,0.3034,30
25,44,colpidium,1,,,,,,
25,44,paramecium,2,,,,,,
25,45,colpidium,1,0.3057,3.8651,0.3119,1,1,82
25,45,tetrahymena,2,0.3057,1,1,1,1,7
25,46,loxocephallus,1,0.3507,0.8405,0.3124,2.4398,0.3262,18
25,46,paramecium,2,0.3507,0.8405,0.3124,1,1,41
25,47,loxocephallus,1,0.357,4.1692,0.3552,1,1,56
25,47,tetrahymena,2,0.357,4.1692,0.3552,1,1,29
25,48,paramecium,1,0.302,0.7492,0.3733,1,1,34
25,48,tetrahymena,2,0.302,1,1,1,1,14
25,49,colpidium,1,0.2625,3.9482,0.3781,1,1,22
25,49,loxocephallus,2,0.2625,3.9482,0.3781,1.6293,0.3043,50
25,50,colpidium,1,,,,,,
25,50,paramecium,2,,,,,,
25,51,colpidium,1,0.2583,3.2973,0.2882,1,1,55
25,51,tetrahymena,2,0.2583,1,1,1,1,9
25,52,loxocephallus,1,0.3515,1.4525,0.3306,1,1,43
25,52,paramecium,2,0.3515,1.4525,0.3306,1,1,38
25,53,loxocephallus,1,0.2501,3.739,0.3218,1,1,54
25,53,tetrahymena,2,0.2501,3.739,0.3218,1,1,29
25,54,paramecium,1,0.2659,0.863,0.3327,1,1,31
25,54,tetrahymena,2,0.2659,1,1,1,1,8
27,1,colpidium,1,0.3173,4.1994,0.3422,1,1,47
27,1,loxocephallus,2,0.3173,4.1994,0.3422,0.4954,0.3333,27
27,2,colpidium,1,,,,,,
27,2,paramecium,2,,,,,,
27,3,colpidium,1,0.2941,3.4435,0.3021,1,1,67
27,3,tetrahymena,2,0.2941,1,1,1,1,6
27,4,loxocephallus,1,0.3375,0.434,0.3462,2.6714,0.3014,92
27,4,paramecium,2,0.3375,0.434,0.3462,1,1,40
27,5,loxocephallus,1,0.2494,3.4434,0.3118,0.8094,0.3228,33
27,5,tetrahymena,2,0.2494,3.4434,0.3118,1,1,33
27,6,paramecium,1,0.2984,0.4259,0.3362,1,1,51
27,6,tetrahymena,2,0.285,1,1,1,1,21
27,7,colpidium,1,0.3433,3.7081,0.2101,1,1,35
27,7,loxocephallus,2,0.3433,3.7081,0.2101,1,1,38
27,8,colpidium,1,,,,,,
27,8,paramecium,2,,,,,,
27,9,colpidium,1,0.2959,2.7357,0.2733,1,1,74
27,9,tetrahymena,2,0.2959,1,1,1,1,4
27,10,loxocephallus,1,0.2378,0.8148,0.3063,2.7576,0.3029,57
27,10,paramecium,2,0.2378,0.8148,0.3063,1,1,22
27,11,loxocephallus,1,0.3321,3.4895,0.2386,2.1219,0.3414,32
27,11,tetrahymena,2,0.3321,3.4895,0.2386,1,1,29
27,12,paramecium,1,0.2553,1.4823,0.2122,1,1,17
27,12,tetrahymena,2,0.2553,1,1,1,1,12
27,13,colpidium,1,0.3346,4.0735,0.3398,1.1582,0.2006,12
27,13,loxocephallus,2,0.3346,4.0735,0.3398,1.1582,0.2006,24
27,14,colpidium,1,,,,,,
27,14,paramecium,2,,,,,,
27,15,colpidium,1,0.2292,1.4657,0.3655,1,1,60
27,15,tetrahymena,2,0.2292,1,1,1,1,12
27,16,loxocephallus,1,0.2729,0.8086,0.3029,2.3744,0.2766,41
27,16,paramecium,2,0.2729,0.8086,0.3029,1,1,30
27,17,loxocephallus,1,0.2884,3.5292,0.3603,0.9631,0.2801,34
27,17,tetrahymena,2,0.2884,3.5292,0.3603,0.9631,0.2801,16
27,18,paramecium,1,0.3146,0.7075,0.2982,1,1,25
27,18,tetrahymena,2,0.3146,1,1,1,1,14
27,19,colpidium,1,0.296,3.302,0.3585,1,1,64
27,19,loxocephallus,2,0.296,3.302,0.3585,1,1,56
27,20,colpidium,1,,,,,,
27,20,paramecium,2,,,,,,
27,21,colpidium,1,0.3931,3.3123,0.3289,1,1,67
27,21,tetrahymena,2,0.3931,1,1,1,1,6
27,22,loxocephallus,1,0.3168,0.7884,0.2463,3.2941,0.3246,17
27,22,paramecium,2,0.3168,0.7884,0.2463,1,1,23
27,23,loxocephallus,1,0.2446,3.6229,0.3513,2.3739,0.2826,22
27,23,tetrahymena,2,0.2446,3.6229,0.3513,1,1,44
27,24,paramecium,1,0.2261,0.7767,0.332,1,1,36
27,24,tetrahymena,2,0.2261,1,1,1,1,7
27,25,colpidium,1,0.2842,2.8996,0.3586,2.3458,0.3135,10
27,25,loxocephallus,2,0.2842,2.8996,0.3586,2.3458,0.3135,14
27,26,colpidium,1,,,,,,
27,26,paramecium,2,,,,,,
27,27,colpidium,1,0.3343,3.6187,0.3264,0.7319,0.3563,31
27,27,tetrahymena,2,0.3343,1,11,1,1,4
27,28,loxocephallus,1,0.3013,0.7949,0.3305,3.1566,0.3103,36
27,28,paramecium,2,0.3013,0.7949,0.3305,1,1,34
27,29,loxocephallus,1,0.3276,4.0482,0.3239,1,1,120
27,29,tetrahymena,2,0.3276,4.0482,0.3239,1,1,38
27,30,paramecium,1,0.2736,1,1,1,1,84
27,30,tetrahymena,2,0.2736,1,1,1,1,11
27,31,colpidium,1,0.2986,4.0365,0.3167,0.9998,0.2973,12
27,31,loxocephallus,2,0.2986,4.0365,0.3167,0.9998,0.2973,12
27,32,colpidium,1,,,,,,
27,32,paramecium,2,,,,,,
27,33,colpidium,1,0.297,4.0489,0.2392,1,1,38
27,33,tetrahymena,2,0.297,1,1,1,1,21
27,34,loxocephallus,1,0.3241,0.8363,0.278,2.5823,0.3553,63
27,34,paramecium,2,0.3241,0.8363,0.278,1,1,17
27,35,loxocephallus,1,0.3247,3.8605,0.3457,0.6451,0.3188,56
27,35,tetrahymena,2,0.3247,3.8605,0.3457,1,1,26
27,36,paramecium,1,0.3119,0.4276,0.2955,1,1,52
27,36,tetrahymena,2,0.3119,1,1,1,1,5
27,37,colpidium,1,0.3001,3.631,0.3434,1,1,32
27,37,loxocephallus,2,0.3001,3.631,0.3434,1,1,70
27,38,colpidium,1,,,,,,
27,38,paramecium,2,,,,,,
27,39,colpidium,1,0.314,2.9353,0.3197,1,1,78
27,39,tetrahymena,2,0.314,1,1,1,1,14
27,40,loxocephallus,1,0.2947,1.4231,0.2785,2.9588,0.3003,38
27,40,paramecium,2,0.2947,1.4231,0.2785,1,1,32
27,41,loxocephallus,1,0.3234,4.0115,0.333,1,1,28
27,41,tetrahymena,2,0.3234,4.0115,0.333,1,1,13
27,42,paramecium,1,0.2289,0.9173,0.3245,1,1,NA
27,42,tetrahymena,2,0.2289,1,1,1,1,1
27,43,colpidium,1,0.2333,1.6815,0.3381,2.4693,0.2977,6
27,43,loxocephallus,2,0.2333,1.6815,0.3381,2.4693,0.2977,36
27,44,colpidium,1,,,,,,
27,44,paramecium,2,,,,,,
27,45,colpidium,1,0.2857,4.1576,0.319,1,1,63
27,45,tetrahymena,2,0.2857,1,1,1,1,15
27,46,loxocephallus,1,0.2693,0.7477,0.2903,1,1,107
27,46,paramecium,2,0.2693,0.7477,0.2903,1,1,27
27,47,loxocephallus,1,0.3345,3.6736,0.337,1.724,0.3319,30
27,47,tetrahymena,2,0.3345,3.6736,0.337,1.724,0.3319,9
27,48,paramecium,1,0.2793,1,1,1,1,54
27,48,tetrahymena,2,0.2793,1,1,1,1,21
27,49,colpidium,1,0.3182,3.2833,0.3237,1,1,42
27,49,loxocephallus,2,0.3182,3.2833,0.3237,1.6272,0.3329,60
27,50,colpidium,1,,,,,,
27,50,paramecium,2,,,,,,
27,51,colpidium,1,0.3034,3.5047,0.3609,1,1,109
27,51,tetrahymena,2,0.3034,1,1,1,1,9
27,52,loxocephallus,1,0.3571,0.7352,0.3133,1,1,10
27,52,paramecium,2,0.3571,0.7352,0.3133,1,1,82
27,53,loxocephallus,1,0.3209,3.1743,0.2894,1,1,66
27,53,tetrahymena,2,0.3209,3.1743,0.2894,1,1,33
27,54,paramecium,1,0.3132,0.7176,0.3024,1,1,60
27,54,tetrahymena,2,0.3132,1,1,1,1,10
29,1,colpidium,1,0.3277,3.0153,0.3283,1,1,65
29,1,loxocephallus,2,0.3277,3.0153,0.3283,1,1,113
29,2,colpidium,1,,,,,,
29,2,paramecium,2,,,,,,
29,3,colpidium,1,0.2456,3.3964,0.3437,1,1,75
29,3,tetrahymena,2,0.2456,1,1,1,1,10
29,4,loxocephallus,1,0.3485,0.8007,0.3327,1.594,0.378,110
29,4,paramecium,2,0.3485,0.8007,0.3327,1,1,26
29,5,loxocephallus,1,0.3066,3.265,0.3146,1,1,95
29,5,tetrahymena,2,0.3066,3.265,0.3146,1,1,34
29,6,paramecium,1,0.3386,0.5433,0.3616,1,1,41
29,6,tetrahymena,2,0.3386,1,1,1,1,25
29,7,colpidium,1,0.3769,3.5841,0.3269,0.7854,0.2921,25
29,7,loxocephallus,2,0.3769,3.5841,0.3269,0.7854,0.2921,26
29,8,colpidium,1,,,,,,
29,8,paramecium,2,,,,,,
29,9,colpidium,1,0.3293,3.1448,0.3443,1,1,115
29,9,tetrahymena,2,0.3293,1,1,1,1,6
29,10,loxocephallus,1,0.2711,0.5944,0.3173,2.5199,0.3061,86
29,10,paramecium,2,0.2711,0.5944,0.3173,1,1,20
29,11,loxocephallus,1,0.3237,4.2799,0.2992,2.4558,0.3443,31
29,11,tetrahymena,2,0.3237,4.2799,0.2992,1,1,25
29,12,paramecium,1,0.3075,0.8129,0.3574,1,1,37
29,12,tetrahymena,2,0.3075,1,1,1,1,5
29,13,colpidium,1,0.3555,4.3794,0.2776,1,1,64
29,13,loxocephallus,2,0.3555,4.3794,0.2776,1,1,59
29,14,colpidium,1,,,,,,
29,14,paramecium,2,,,,,,
29,15,colpidium,1,0.3342,3.8566,0.3297,1,1,70
29,15,tetrahymena,2,0.3342,1,1,1,1,14
29,16,loxocephallus,1,0.3612,1.6495,0.3595,3.2682,0.3208,48
29,16,paramecium,2,0.3612,1.6495,0.3595,1,1,24
29,17,loxocephallus,1,0.3029,4.2132,0.3472,0.3522,0.3479,61
29,17,tetrahymena,2,0.3029,4.2132,0.3472,1,1,33
29,18,paramecium,1,0.2466,0.579,0.2809,1,1,37
29,18,tetrahymena,2,0.2466,1,1,1,1,22
29,19,colpidium,1,0.3299,3.9138,0.3233,1,1,45
29,19,loxocephallus,2,0.3299,3.9138,0.3233,1,1,64
29,20,colpidium,1,,,,,,
29,20,paramecium,2,,,,,,
29,21,colpidium,1,0.3284,3.2592,0.2967,1,1,54
29,21,tetrahymena,2,0.3284,1,1,1,1,20
29,22,loxocephallus,1,0.3367,2.5,0.3193,1.7404,0.2956,37
29,22,paramecium,2,0.3367,2.5,0.3193,1,1,17
29,23,loxocephallus,1,0.3462,4.6458,0.3006,0.7729,0.3505,50
29,23,tetrahymena,2,0.3462,4.6458,0.3006,1,1,29
29,24,paramecium,1,0.3164,0.8284,0.3059,1,1,52
29,24,tetrahymena,2,0.3164,1,1,1,1,22
29,25,colpidium,1,0.3394,4.3118,0.2982,0.569,0.3108,30
29,25,loxocephallus,2,0.3394,4.3118,0.2982,0.569,0.3108,14
29,26,colpidium,1,,,,,,
29,26,paramecium,2,,,,,,
29,27,colpidium,1,0.271,4.6313,0.3161,1,1,67
29,27,tetrahymena,2,0.271,1,1,1,1,12
29,28,loxocephallus,1,0.3366,0.725,0.309,1.6308,0.3305,100
29,28,paramecium,2,0.3366,0.725,0.309,1,1,43
29,29,loxocephallus,1,0.2909,4.0534,0.3612,1,1,116
29,29,tetrahymena,2,0.2909,0.0534,0.3612,1,1,34
29,30,paramecium,1,0.209,0.7858,0.3314,1,1,31
29,30,tetrahymena,2,0.209,1,1,1,1,12
29,31,colpidium,1,0.2919,3.2063,0.3344,0.7676,0.3198,30
29,31,loxocephallus,2,0.2919,3.2063,0.3344,0.7676,0.3198,25
29,32,colpidium,1,,,,,,
29,32,paramecium,2,,,,,,
29,33,colpidium,1,0.2336,3.3751,0.327,1,1,40
29,33,tetrahymena,2,0.2336,1,1,1,1,17
29,34,loxocephallus,1,0.2985,0.5485,0.3321,2.9724,0.3235,63
29,34,paramecium,2,0.2985,0.5485,0.3321,1,1,25
29,35,loxocephallus,1,0.2807,3.9146,0.2947,0.5823,0.2862,48
29,35,tetrahymena,2,0.2807,3.9146,0.2947,1,1,38
29,36,paramecium,1,0.2307,0.8755,0.3381,1,1,25
29,36,tetrahymena,2,0.2307,1,1,1,1,12
29,37,colpidium,1,0.3204,3.9948,0.3291,1,1,22
29,37,loxocephallus,2,0.3204,3.9948,0.3291,1.3903,0.4058,40
29,38,colpidium,1,,,,,,
29,38,paramecium,2,,,,,,
29,39,colpidium,1,0.2984,4.1652,0.3481,1,1,59
29,39,tetrahymena,2,0.2984,1,1,1,1,8
29,40,loxocephallus,1,0.3387,0.826,0.308,3.4684,0.3489,93
29,40,paramecium,2,0.3387,0.826,0.308,1,1,51
29,41,loxocephallus,1,0.2989,0.8871,0.301,1,1,70
29,41,tetrahymena,2,0.2989,0.8871,0.301,1,1,38
29,42,paramecium,1,0.3567,0.7857,0.3205,0.9467,0.3263,23
29,42,tetrahymena,2,0.3567,1,1,1,1,19
29,43,colpidium,1,0.3324,1.3584,0.3385,1,1,44
29,43,loxocephallus,2,0.3324,1.3584,0.3385,2.5218,0.3106,45
29,44,colpidium,1,,,,,,
29,44,paramecium,2,,,,,,
29,45,colpidium,1,0.3388,4.4002,0.3437,1,1,67
29,45,tetrahymena,2,0.3388,1,1,1,1,33
29,46,loxocephallus,1,0.3568,1.4283,0.3329,0.6223,0.2804,28
29,46,paramecium,2,0.3568,1.4283,0.3329,1,1,25
29,47,loxocephallus,1,0.3281,4.5696,0.3248,1,1,57
29,47,tetrahymena,2,0.3281,4.5696,0.3248,1,1,30
29,48,paramecium,1,0.3728,0.6871,0.3617,1,1,52
29,48,tetrahymena,2,0.3728,1,1,1,1,26
29,49,colpidium,1,0.3674,1.4256,0.3322,1,1,38
29,49,loxocephallus,2,0.3674,1.4256,0.3322,2.6526,0.3208,56
29,50,colpidium,1,,,,,,
29,50,paramecium,2,,,,,,
29,51,colpidium,1,0.3483,3.7198,0.3417,1,1,108
29,51,tetrahymena,2,0.3483,1,1,1,1,8
29,52,loxocephallus,1,0.3392,1,1,1,1,34
29,52,paramecium,2,0.3392,1.5433,0.2812,1,1,17
29,53,loxocephallus,1,0.3332,4.1797,0.3244,1.096,0.3051,34
29,53,tetrahymena,2,0.3322,4.1797,0.3244,1,1,33
29,54,paramecium,1,0.2887,1.999,0.3179,1,1,17
29,54,tetrahymena,2,0.2887,1,1,1,1,13
31,1,colpidium,1,3.5001,3.7903,0.3348,1,1,54
31,1,loxocephallus,2,3.5001,3.7903,0.3348,1,1,86
31,2,colpidium,1,,,,,,
31,2,paramecium,2,,,,,,
31,3,colpidium,1,0.3063,3.345,0.3239,1,1,85
31,3,tetrahymena,2,0.3063,1,1,1,1,1
31,4,loxocephallus,1,0.2637,0.692,0.3275,2.4239,0.3094,74
31,4,paramecium,2,0.2637,0.692,0.3275,1,1,24
31,5,loxocephallus,1,0.3275,4.3859,0.2852,1,1,81
31,5,tetrahymena,2,0.3275,4.3859,0.2852,1,1,52
31,6,paramecium,1,0.3192,3.1457,0.3681,1,1,21
31,6,tetrahymena,2,0.3192,1,1,1,1,6
31,7,colpidium,1,0.3143,3.4737,0.3136,0.8583,0.362,26
31,7,loxocephallus,2,0.3143,3.4737,0.3136,1,1,42
31,8,colpidium,1,,,,,,
31,8,paramecium,2,,,,,,
31,9,colpidium,1,0.3558,3.6398,0.3337,1,1,99
31,9,tetrahymena,2,0.3558,1,1,1,1,11
31,10,loxocephallus,1,0.3329,0.8359,0.3356,4.1969,0.3651,54
31,10,paramecium,2,0.3329,0.8359,0.3356,1,1,22
31,11,loxocephallus,1,0.3021,4.6622,0.3358,0.8412,0.3476,49
31,11,tetrahymena,2,0.3021,4.6622,0.3358,1,1,22
31,12,paramecium,1,0.3191,0.8928,0.3298,1,1,42
31,12,tetrahymena,2,0.3191,1,1,1,1,5
31,13,colpidium,1,0.2829,3.8423,0.3459,0.6867,0.3394,32
31,13,loxocephallus,2,0.2829,3.8423,0.3459,1,1,70
31,14,colpidium,1,,,,,,
31,14,paramecium,2,,,,,,
31,15,colpidium,1,0.3369,4.2103,0.3276,1,1,77
31,15,tetrahymena,2,0.3369,1,1,1,1,4
31,16,loxocephallus,1,0.3046,0.8401,0.3139,1.4922,0.341,82
31,16,paramecium,2,0.3046,0.8401,0.3139,1,1,33
31,17,loxocephallus,1,0.2725,3.8532,0.3115,1,1,133
31,17,tetrahymena,2,0.2725,3.8532,0.3115,1,1,33
31,18,paramecium,1,0.2842,0.7838,0.329,1,1,14
31,18,tetrahymena,2,0.2842,1,1,1,1,1
31,19,colpidium,1,0.3311,3.7362,0.2711,1,1,39
31,19,loxocephallus,2,0.3311,3.7362,0.2711,1,1,78
31,20,colpidium,1,,,,,,
31,20,paramecium,2,,,,,,
31,21,colpidium,1,0.3516,3.604,0.3259,1,1,54
31,21,tetrahymena,2,0.3516,1,1,1,1,20
31,22,loxocephallus,1,0.3864,2.5737,0.3291,1.3346,0.3136,35
31,22,paramecium,2,0.3864,2.5737,0.3291,1,1,17
31,23,loxocephallus,1,0.3049,3.7322,0.3002,0.8374,0.2919,33
31,23,tetrahymena,2,0.3049,3.7322,0.3002,1,1,17
31,24,paramecium,1,0.3721,1.2343,0.3156,1,1,51
31,24,tetrahymena,2,0.3721,1,1,1,1,15
31,25,colpidium,1,0.2624,3.754,0.2715,1,1,41
31,25,loxocephallus,2,0.2624,3.754,0.2715,1,1,67
31,26,colpidium,1,,,,,,
31,26,paramecium,2,,,,,,
31,27,colpidium,1,0.2939,3.9007,0.3422,1,1,94
31,27,tetrahymena,2,0.2939,1,1,1,1,8
31,28,loxocephallus,1,0.2835,2.5482,0.2982,0.7862,0.2773,37
31,28,paramecium,2,0.2835,2.5482,0.2983,1,1,9
31,29,loxocephallus,1,0.2681,3.0296,0.2956,1,1,88
31,29,tetrahymena,2,0.2681,3.0296,0.2956,1,1,30
31,30,paramecium,1,0.2625,1,1,1,1,68
31,30,tetrahymena,2,0.2625,1,1,1,1,6
31,31,colpidium,1,0.3396,3.8704,0.3377,1,1,57
31,31,loxocephallus,2,0.3396,3.8704,0.3377,1.1422,0.3149,12
31,32,colpidium,1,,,,,,
31,32,paramecium,2,,,,,,
31,33,colpidium,1,0.2869,3.7626,0.2918,1,1,31
31,33,tetrahymena,2,0.2869,1,1,1,1,23
31,34,loxocephallus,1,0.3536,1.1367,0.3684,2.4535,0.2691,45
31,34,paramecium,2,0.3556,1.1367,0.3684,1,1,26
31,35,loxocephallus,1,0.3567,3.1067,0.2074,2.2346,0.3232,24
31,35,tetrahymena,2,0.3567,3.1067,0.2074,1,1,26
31,36,paramecium,1,0.2749,0.702,0.3021,1,1,32
31,36,tetrahymena,2,0.2749,1,1,1,1,0
31,37,colpidium,1,0.2838,4.359,0.3242,1,1,23
31,37,loxocephallus,2,0.2838,4.359,0.3242,0.7215,0.2649,32
31,38,colpidium,1,,,,,,
31,38,paramecium,2,,,,,,
31,39,colpidium,1,0.2996,4.0226,0.2732,1,1,42
31,39,tetrahymena,2,0.2996,1,1,1,1,11
31,40,loxocephallus,1,0.278,0.9366,0.2697,2.471,0.3081,83
31,40,paramecium,2,0.278,0.9366,0.2697,1,1,20
31,41,loxocephallus,1,0.3247,3.0589,0.3041,1,1,43
31,41,tetrahymena,2,0.3247,3.0589,0.3041,1,1,26
31,42,paramecium,1,0.307,1.8594,0.3142,1,1,26
31,42,tetrahymena,2,0.307,1,1,1,1,9
31,43,colpidium,1,0.2876,0.8063,0.3324,1,1,45
31,43,loxocephallus,2,0.2876,0.8063,0.3324,4.6725,0.323,36
31,44,colpidium,1,,,,,,
31,44,paramecium,2,,,,,,
31,45,colpidium,1,0.21,3.3569,0.3608,1,1,58
31,45,tetrahymena,2,0.21,1,1,1,1,17
31,46,loxocephallus,1,0.2266,1.754,0.3152,1,1,64
31,46,paramecium,2,0.2266,1.754,0.3152,1,1,16
31,47,loxocephallus,1,0.3356,4.2396,0.2973,1,1,48
31,47,tetrahymena,2,0.3356,4.2396,0.2973,1,1,39
31,48,paramecium,1,0.2466,0.7896,0.2933,1,1,27
31,48,tetrahymena,2,0.2466,1,1,1,1,9
31,49,colpidium,1,0.3541,1.6545,0.3026,1,1,22
31,49,loxocephallus,2,0.3541,1.6545,0.3026,3.8919,0.28,32
31,50,colpidium,1,,,,,,
31,50,paramecium,2,,,,,,
31,51,colpidium,1,0.3433,3.8389,0.3185,1,1,126
31,51,tetrahymena,2,0.3433,1,1,1,1,16
31,52,loxocephallus,1,0.2876,1,1,1,1,22
31,52,paramecium,2,0.2876,1.6007,0.3315,1,1,29
31,53,loxocephallus,1,0.283,3.6462,0.3351,0.6416,0.2965,24
31,53,tetrahymena,2,0.283,3.6462,0.3351,1,1,33
31,54,paramecium,1,0.2313,1.0173,0.3088,1,1,34
31,54,tetrahymena,2,0.2313,1,1,1,1,4
33,1,colpidium,1,0.3669,3.1576,0.3171,1.2961,0.3292,12
33,1,loxocephallus,2,0.3669,3.1576,0.3171,1.2961,0.3292,30
33,2,colpidium,1,,,,,,
33,2,paramecium,2,,,,,,
33,3,colpidium,1,0.282,3.2903,0.2923,1,1,74
33,3,tetrahymena,2,0.282,1,1,1,1,16
33,4,loxocephallus,1,0.3378,0.8428,0.3246,2.76,0.3032,42
33,4,paramecium,2,0.3378,0.8428,0.3246,1,1,25
